song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,cluster
Mistral gagnant,Renaud,165933,0.362,0.368,0.861,4.99e-06,0.0937,-12.878,0.042,0.393,82.751,0
Honey,Mariah Carey,299826,0.694,0.824,0.119,7.15e-06,0.152,-6.756,0.0909,0.675,95.833,2
Mama Kin,Aerosmith,267226,0.426,0.751,0.122,0.00144,0.271,-10.91,0.0403,0.889,153.359,4
True Blue,Madonna,257466,0.798,0.909,0.231,0.0,0.0502,-4.258,0.045,0.866,117.947,2
Isn't She Lovely,Stevie Wonder,394266,0.481,0.826,0.182,0.00352,0.324,-6.974,0.0851,0.819,118.679,4
I'm Free,The Soup Dragons,211693,0.648,0.936,0.0981,2.24e-05,0.0712,-5.968,0.0797,0.856,103.272,2
Soy Gitano,Camaron De La Isla,256480,0.515,0.804,0.274,0.0,0.331,-7.595,0.066,0.718,101.736,2
Everybody's Changing,Keane,216520,0.501,0.76,0.00135,0.000458,0.0854,-6.095,0.0295,0.476,94.03,4
Oldie,Odd Future,636213,0.839,0.583,0.239,0.0,0.262,-5.941,0.268,0.564,87.99,6
Papillon,Editors,324133,0.505,0.949,2.05e-05,0.00662,0.301,-5.157,0.0612,0.633,125.99,4
Running Bear,Johnny Preston,157986,0.76,0.462,0.771,2.54e-05,0.184,-8.936,0.0488,0.712,119.987,2
Funkin' for Jamaica,Tom Browne,282080,0.823,0.86,0.18,0.00496,0.0422,-6.703,0.232,0.716,111.287,6
Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering,Joe South,248093,0.631,0.536,0.403,0.836,0.132,-12.135,0.0279,0.8,111.596,3
Adore,Prince,391400,0.715,0.576,0.562,0.000103,0.401,-7.06,0.0696,0.795,129.156,1
The Grand Old Rag,Billy Murray,166321,0.765,0.295,0.992,0.000699,0.157,-14.281,0.0872,0.962,137.467,0
Ahead By A Century,The Tragically Hip,225426,0.778,0.628,0.0164,0.015,0.0862,-7.306,0.0275,0.356,126.586,2
E-Pro,Beck,202360,0.623,0.958,0.0014,0.131,0.0921,-6.264,0.0752,0.716,95.772,2
Catfish Blues,Robert Petway,174472,0.596,0.308,0.977,0.0106,0.108,-17.814,0.0495,0.834,183.398,0
Death Cab for Cutie - 2007 Remaster,The Bonzo Dog Band,174186,0.544,0.341,0.877,0.0493,0.183,-10.34,0.0293,0.566,123.598,0
J'ai demandé à la lune,Indochine,209413,0.712,0.632,0.233,0.224,0.246,-9.017,0.0237,0.619,109.999,2
The Yeah Yeah Yeah Song - Extended Version,The Flaming Lips,322480,0.631,0.815,0.00841,5.86e-05,0.785,-4.529,0.0508,0.268,107.987,1
Jim Dandy Got Married,LaVern Baker,131360,0.695,0.54,0.786,0.0,0.0938,-10.89,0.224,0.898,172.2,6
"Baby, Scratch My Back",Slim Harpo,173600,0.801,0.458,0.797,0.573,0.0604,-11.681,0.0537,0.924,122.851,3
Is There A Ghost,Band of Horses,179666,0.3,0.843,0.0049,4.86e-06,0.079,-3.841,0.0354,0.139,135.648,4
Private Dancer - 1997 Remastered Version,Tina Turner,433560,0.582,0.599,0.279,0.0104,0.0869,-9.663,0.044,0.488,115.403,4
"Apparently Nothin' - 12"" Version",Young Disciples,278146,0.874,0.52,0.0358,6.98e-06,0.075,-10.858,0.0959,0.768,102.936,2
If You Wanna,The Vaccines,174013,0.352,0.866,3.03e-05,2.92e-05,0.295,-3.274,0.0392,0.544,165.209,4
I THINK,"Tyler, The Creator",212013,0.826,0.579,0.00881,0.0,0.129,-8.241,0.0801,0.431,121.075,2
"Sugar, We're Goin Down",Fall Out Boy,229093,0.494,0.842,0.00579,0.0,0.122,-4.784,0.0843,0.574,162.011,4
Dreams,The Cranberries,271560,0.551,0.643,0.00313,0.00385,0.421,-13.091,0.0353,0.514,128.661,1
Survivalism,Nine Inch Nails,262493,0.618,0.675,0.000892,0.216,0.133,-5.723,0.0679,0.354,129.983,4
I don't care as long as you sing,Beatsteaks,213841,0.531,0.816,6.58e-05,0.000119,0.151,-5.657,0.028,0.72,128.874,4
Dirrty,Christina Aguilera,298853,0.654,0.892,0.11,0.0,0.347,-3.09,0.323,0.379,100.059,6
Ain't it Funny,Danny Brown,177025,0.483,0.841,0.0108,2.71e-06,0.382,-5.115,0.0964,0.204,114.382,4
Chill Out Tent,The Hold Steady,222240,0.523,0.788,0.0626,0.000101,0.34,-5.006,0.0445,0.775,118.918,4
Need a Little Time,Courtney Barnett,238253,0.539,0.642,0.0164,0.00319,0.131,-5.726,0.0314,0.273,101.957,4
You Won't See Me - Remastered,The Beatles,199960,0.488,0.539,0.136,0.0,0.0538,-8.752,0.0304,0.473,115.941,4
Wait and Bleed,Slipknot,147840,0.382,0.996,0.00208,0.0,0.417,-4.119,0.104,0.327,93.345,4
I Walked,Sufjan Stevens,302826,0.59,0.452,0.677,0.111,0.502,-12.879,0.0634,0.726,129.95,1
She's Strange - Single Version,Cameo,226400,0.818,0.697,0.312,0.00497,0.0885,-8.235,0.092,0.85,108.959,2
Aline,Christophe,172800,0.272,0.759,0.452,3.8e-05,0.386,-3.464,0.0345,0.453,178.966,4
Devil's Pie,D'Angelo,321666,0.916,0.455,0.00306,0.000742,0.714,-8.446,0.23,0.562,92.097,1
That Old Black Magic,Glenn Miller,183266,0.262,0.141,0.992,0.00365,0.113,-14.909,0.0319,0.125,82.102,0
"The Trolley Song - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,171532,0.566,0.432,0.772,0.0,0.431,-10.481,0.0517,0.675,144.231,1
La solitude,Barbara,199173,0.512,0.215,0.867,0.0,0.157,-8.379,0.0433,0.335,130.734,0
Canal Street Blues,King Oliver's Creole Jazz Band,156293,0.474,0.337,0.996,0.916,0.116,-14.019,0.156,0.73,180.064,3
Don't You Know?,Della Reese,151706,0.149,0.367,0.799,0.0,0.0996,-13.011,0.0347,0.374,170.558,0
Love Spreads,The Stone Roses,347280,0.44,0.878,0.00366,0.00125,0.353,-7.837,0.0427,0.544,91.968,4
Awaiting On You All,George Harrison,168053,0.238,0.884,0.0365,0.0,0.141,-6.425,0.05,0.881,180.017,4
Come On! Feel the Illinoise! Part I: The World's Columbian Exposition Part II: Carl Sandburg Visits Me In A Dream,Sufjan Stevens,405626,0.43,0.457,0.518,0.0868,0.123,-8.495,0.0332,0.709,109.875,0
Blue Lights,Jorja Smith,250544,0.584,0.647,0.686,0.0,0.106,-5.464,0.207,0.341,91.765,6
Slow Poke,Pee Wee King,178893,0.739,0.29,0.779,0.0,0.0926,-4.826,0.0732,0.807,133.776,2
Jessica,Adam Green,157293,0.427,0.502,0.332,1.69e-06,0.0987,-8.118,0.0333,0.327,91.873,0
Hey DJ,Worlds Famous Supreme Team,206081,0.786,0.963,0.207,0.0012,0.169,-2.84,0.127,0.897,94.63,2
Nothing From Nothing,Billy Preston,156200,0.81,0.827,0.59,0.0142,0.198,-4.093,0.029,0.919,102.816,2
Sleepy Lagoon,Eric Coates,174000,0.173,0.17,0.987,0.887,0.128,-16.039,0.0356,0.187,85.179,0
Picasso,Coleman Hawkins,204506,0.48,0.0835,0.973,0.649,0.221,-14.329,0.104,0.815,79.133,0
Sunrise Serenade,Glen Gray,183693,0.484,0.187,0.848,0.529,0.199,-10.642,0.0288,0.41,95.189,0
Gunga Din,The Libertines,178813,0.596,0.727,0.00481,3.28e-05,0.0554,-5.763,0.0405,0.678,135.091,2
Road Rage - 2012 Collection Remaster,Catatonia,311373,0.489,0.657,0.0197,0.000795,0.419,-4.522,0.0291,0.468,92.33,1
Loneliness - La solitudine English Version,Laura Pausini,240466,0.539,0.354,0.666,0.0,0.0816,-12.128,0.0309,0.133,131.273,0
Show Biz Kids,Steely Dan,326133,0.731,0.683,0.251,1.02e-06,0.0471,-10.167,0.0369,0.967,119.493,2
BORN FREE,M.I.A.,247493,0.396,0.895,0.032,0.0125,0.165,-1.753,0.0704,0.182,96.176,4
Multiply,Jamie Lidell,266680,0.832,0.593,0.148,0.0,0.276,-6.014,0.0916,0.729,111.075,2
Tattva,Kula Shaker,226560,0.352,0.763,0.0608,8.56e-06,0.249,-7.481,0.0339,0.291,98.069,4
Georgia.....Bush,Lil Wayne,446946,0.511,0.716,0.198,0.0,0.265,-9.509,0.726,0.61,173.749,6
Sleep to Dream,Fiona Apple,248560,0.725,0.575,0.0301,4.84e-05,0.136,-9.769,0.0511,0.757,144.157,2
Behind The Wheel,Depeche Mode,318066,0.62,0.638,0.0442,0.854,0.273,-15.541,0.0361,0.662,125.08,3
I Just Wanna Love U (Give It 2 Me),JAY-Z,227866,0.771,0.927,0.304,9.01e-06,0.0353,-5.511,0.235,0.79,98.459,6
Wisdom to the Wise (Red 2) - A. Mochi Re-Edit,Dave Clarke,486972,0.647,0.833,1.21e-05,0.896,0.0818,-7.055,0.0321,0.18,128.004,3
Optimistic,Radiohead,315973,0.403,0.757,0.0496,0.848,0.305,-9.931,0.0371,0.573,157.957,3
Rufus Is A Tit Man,Loudon Wainwright III,146133,0.546,0.533,0.86,6.97e-06,0.926,-12.258,0.0845,0.617,83.883,1
Big Love,Fleetwood Mac,218840,0.639,0.757,0.00559,0.0509,0.134,-12.351,0.0496,0.643,125.209,2
Young Girl,Gary Puckett & The Union Gap,194493,0.408,0.544,0.653,0.0,0.512,-8.277,0.0333,0.446,119.112,1
Want You Back,HAIM,232120,0.635,0.853,0.121,0.0,0.371,-3.926,0.048,0.372,112.964,4
Farmer In The City,Scott Walker,400033,0.225,0.177,0.927,0.0325,0.0798,-14.423,0.0446,0.102,76.511,0
Hand in My Pocket,Alanis Morissette,221706,0.656,0.588,0.0625,0.0017,0.0966,-9.836,0.0247,0.705,92.276,2
The Symphony,Big Daddy Kane,365306,0.866,0.681,0.00608,0.0,0.294,-6.291,0.246,0.385,94.689,6
Personality,Lloyd Price,155226,0.435,0.701,0.278,0.0,0.253,-3.096,0.029,0.851,64.524,2
The Sensual World,Kate Bush,237666,0.552,0.554,0.201,0.0855,0.377,-14.569,0.0324,0.774,135.712,1
Castles Made of Sand,Jimi Hendrix,168920,0.461,0.714,0.504,0.0171,0.684,-9.159,0.313,0.454,94.372,1
Comme Ils Disent,Charles Aznavour,295426,0.26,0.331,0.653,0.0,0.191,-13.934,0.0324,0.431,85.963,0
Keep Yourself Alive - Remastered 2011,Queen,227466,0.442,0.736,0.257,7.31e-05,0.157,-9.546,0.0744,0.597,134.21,4
Playing With Knives [Quadrant Mix},Bizarre Inc,407213,0.733,0.719,0.000229,0.547,0.0894,-7.72,0.0618,0.753,130.029,3
Just Because,Jane's Addiction,231853,0.369,0.996,3.83e-05,0.14,0.249,-1.531,0.0931,0.209,98.162,4
Before the Next Teardrop Falls,Freddy Fender,158306,0.799,0.345,0.748,2.39e-05,0.169,-11.52,0.0276,0.776,90.417,0
Stay Useless,Cloud Nothings,166800,0.226,0.926,0.00589,2.5e-05,0.296,-5.749,0.0817,0.59,168.713,4
Please Don't Go,KC & The Sunshine Band,230440,0.445,0.75,0.00805,0.0,0.0358,-7.159,0.035,0.466,95.957,4
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",255653,0.48,0.61,0.0456,0.0,0.313,-7.042,0.305,0.297,90.034,6
That Don't Impress Me Much,Shania Twain,235666,0.738,0.87,0.154,0.0,0.172,-4.828,0.0508,0.966,124.997,2
Fountain of Sorrow,Jackson Browne,410253,0.638,0.506,0.58,2.2e-05,0.0947,-9.868,0.0333,0.408,126.414,0
Teenage FBI,Guided By Voices,173866,0.591,0.884,0.000503,0.000123,0.149,-5.007,0.0343,0.328,124.528,4
Three Lions,"Baddiel, Skinner & Lightning Seeds",228360,0.55,0.699,0.0804,0.0,0.346,-8.793,0.0295,0.648,126.306,4
Are You Ready? - Single Version,Pacific Gas & Electric,347120,0.573,0.761,0.0042,4.53e-06,0.135,-8.962,0.0768,0.847,136.57,2
I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,330600,0.835,0.571,0.0716,0.0,0.0604,-4.771,0.102,0.902,138.038,2
Fake Palindromes,Andrew Bird,172840,0.469,0.642,0.328,0.000556,0.312,-6.392,0.0572,0.328,144.444,4
Nos Siguen Pegando Abajo,Charly García,206520,0.633,0.787,0.0174,0.284,0.0406,-13.199,0.0453,0.923,152.351,2
She's so High - 2012 Remaster,Blur,286173,0.459,0.859,0.00078,0.000342,0.226,-6.983,0.0271,0.672,94.505,4
Acceptable in the 80s,Calvin Harris,334786,0.791,0.803,0.0138,0.283,0.0424,-5.423,0.051,0.933,127.988,2
One Sweet Day,Mariah Carey,281066,0.568,0.495,0.353,0.0,0.0839,-8.964,0.0299,0.303,128.234,4
Cheap Thrills (feat. Sean Paul),Sia,224813,0.592,0.8,0.0561,2.01e-06,0.0775,-4.931,0.215,0.728,89.972,6
Down On Me,Big Brother & The Holding Company,124760,0.597,0.582,0.255,0.0168,0.137,-9.424,0.0498,0.795,141.15,2
We Want War,These New Puritans,443120,0.622,0.591,0.0465,0.642,0.138,-8.32,0.0427,0.169,99.958,3
Harlem,Bill Withers,203760,0.768,0.497,0.0928,0.0,0.157,-9.211,0.0429,0.778,113.845,2
Cat People (Putting out Fire) - 1999 Remaster,David Bowie,309693,0.536,0.836,0.00358,0.13,0.106,-8.026,0.0401,0.818,128.41,2
"Point of No Return - 7"" Version",Exposé,210733,0.596,0.829,0.00903,0.00183,0.0698,-10.112,0.0418,0.802,120.202,2
Devil Gate Drive,Suzi Quatro,227853,0.568,0.94,0.0251,3.77e-05,0.177,-6.089,0.203,0.35,135.541,4
Don't Let The Sun Go Down On Me,Elton John,336733,0.424,0.446,0.121,1.89e-06,0.0921,-8.526,0.0261,0.354,139.701,4
Over There,American Quartet,178373,0.803,0.193,0.995,0.000835,0.133,-13.837,0.142,0.329,131.122,0
Funky Worm,Ohio Players,160986,0.681,0.651,0.0939,0.00037,0.0535,-9.786,0.0751,0.96,86.604,2
Oh My Sweet Carolina,Ryan Adams,296724,0.487,0.128,0.487,2.74e-06,0.108,-14.654,0.0368,0.306,132.2,0
Silver Lining,Rilo Kiley,216973,0.709,0.53,0.289,4.54e-05,0.0929,-4.985,0.0288,0.692,117.11,2
Kassie Jones,Furry Lewis,185986,0.545,0.169,0.991,0.000639,0.162,-18.319,0.034,0.638,103.905,0
Original Sin,INXS,317240,0.685,0.633,0.0136,0.000106,0.0935,-7.259,0.0377,0.731,131.397,2
In the Morning,The Coral,152520,0.644,0.777,0.0252,0.0,0.0554,-6.165,0.0284,0.966,126.257,2
Go on Girl - Remix,Roxanne Shante,304293,0.74,0.788,0.00395,0.203,0.687,-11.115,0.086,0.555,123.492,1
Since You Been Gone,Rainbow,194000,0.725,0.68,0.362,4e-06,0.559,-7.585,0.037,0.934,120.875,1
A Rose Is Still a Rose,Aretha Franklin,266666,0.631,0.793,0.212,0.0,0.0441,-7.551,0.251,0.826,175.814,6
Woman,Neneh Cherry,270400,0.542,0.54,0.0901,0.0346,0.198,-8.888,0.0261,0.33,136.022,4
Walk,Foo Fighters,255960,0.234,0.865,3.62e-05,0.000532,0.289,-5.131,0.0516,0.194,137.107,4
Consolation Prizes,Phoenix,196253,0.706,0.606,0.000725,0.000358,0.107,-5.362,0.0386,0.897,102.0,2
Y Control,Yeah Yeah Yeahs,240640,0.445,0.962,0.00351,0.0142,0.403,-4.679,0.131,0.0756,132.01,4
We're Desperate,X,120400,0.642,0.784,0.0126,4.58e-05,0.124,-6.593,0.0925,0.601,132.939,2
Maria,Blondie,245701,0.539,0.814,0.0236,0.00202,0.0772,-5.647,0.0588,0.785,159.681,4
(I've Had) The Time of My Life,Bill Medley,289680,0.697,0.665,0.0476,0.00665,0.0796,-12.907,0.0412,0.485,108.535,2
Let's Dance to Joy Division,The Wombats,191293,0.397,0.839,0.00125,0.0,0.576,-6.674,0.102,0.764,116.947,1
Wild Weekend,The Rockin' Rebels,138626,0.568,0.81,0.609,0.554,0.117,-5.658,0.0581,0.642,124.953,3
Come and Get Your Love - Single Version,Redbone,205933,0.731,0.804,0.172,0.00028,0.0685,-7.621,0.0473,0.957,107.383,2
La chispa adecuada (Bendecida 3),Heroes Del Silencio,327426,0.647,0.402,0.508,0.0,0.107,-9.14,0.0282,0.237,113.27,0
Peaches,The Presidents Of The United States Of America,171693,0.417,0.849,0.0146,0.000387,0.0673,-4.199,0.0481,0.594,94.267,4
"What Is Love - 7"" Mix",Haddaway,270373,0.683,0.772,0.0222,0.0149,0.203,-7.907,0.0311,0.737,123.871,2
Ghost Town,Kanye West,271386,0.573,0.545,0.0969,0.0,0.329,-4.247,0.0288,0.297,83.378,4
I Knew You Were Trouble,Taylor Swift,219720,0.499,0.467,0.00593,1.65e-06,0.0361,-6.744,0.0461,0.637,76.76,2
Finally,CeCe Peniston,249066,0.761,0.718,0.00459,5.95e-06,0.0333,-10.279,0.0366,0.876,120.12,2
Shake It Up,The Cars,215440,0.692,0.74,0.0723,8.83e-05,0.136,-7.466,0.0329,0.864,147.274,2
Johnny Too Bad,The Slickers,183200,0.764,0.606,0.107,0.179,0.267,-8.754,0.155,0.717,165.797,2
Separate Ways (Worlds Apart),Journey,323706,0.451,0.962,0.0188,3.17e-06,0.277,-3.947,0.0734,0.377,131.435,4
Hot Thoughts,Spoon,228653,0.679,0.902,0.0484,0.155,0.645,-3.627,0.0303,0.493,108.995,1
Rock El Casbah,Rachid Taha,274240,0.693,0.958,0.0736,0.000219,0.115,-3.941,0.06,0.682,134.839,2
3 Wheel-ups (feat. Wiley & Giggs),Kano,278226,0.545,0.904,0.00298,0.00117,0.0679,-5.201,0.34,0.674,139.871,6
Be My Baby,Vanessa Paradis,221640,0.731,0.683,0.447,4.67e-06,0.117,-8.045,0.0294,0.963,129.062,2
Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,292186,0.75,0.706,0.088,0.0,0.535,-7.461,0.156,0.59,93.603,1
Dreamlover,Mariah Carey,233360,0.698,0.707,0.183,0.0,0.19,-6.189,0.0354,0.75,100.664,2
Waitress,Hop Along,213551,0.466,0.835,0.0126,0.000199,0.0941,-6.532,0.0537,0.497,120.657,4
Spin Spin Sugar,Sneaker Pimps,215400,0.573,0.897,0.000272,0.000554,0.261,-5.566,0.0437,0.222,128.9,4
Wonderwall,Ryan Adams,248280,0.321,0.22,0.828,0.00398,0.0873,-12.608,0.0352,0.301,157.04,0
Big Decision,That Petrol Emotion,162693,0.645,0.919,0.278,0.0022,0.795,-9.739,0.0297,0.967,107.407,1
Root Down,Beastie Boys,212133,0.83,0.907,0.322,3.3e-06,0.405,-8.262,0.0861,0.906,100.035,2
Blockbuster Night Part 1,Run The Jewels,152253,0.642,0.523,0.0312,1.97e-06,0.0568,-7.999,0.36,0.394,76.326,6
Paradise,Coldplay,278719,0.449,0.585,0.0509,8.75e-05,0.0833,-6.761,0.0268,0.212,139.631,4
Forerunner Foray,Shabazz Palaces,228756,0.413,0.603,0.131,0.00487,0.126,-10.719,0.246,0.303,77.016,6
Life Has Its Little Ups And Downs,Charlie Rich,221826,0.4,0.326,0.596,0.0,0.116,-12.059,0.0314,0.211,69.55,0
New York City Serenade,Bruce Springsteen,598040,0.316,0.488,0.103,0.0227,0.4,-10.375,0.0373,0.333,96.712,5
Où va le monde,La Femme,337866,0.455,0.836,0.497,0.000522,0.296,-6.536,0.0435,0.555,151.978,4
The Loved One,The Loved Ones,171906,0.513,0.634,0.74,0.0127,0.207,-8.024,0.0278,0.707,101.014,2
Winter Lady,Leonard Cohen,137786,0.411,0.112,0.96,0.0242,0.124,-19.773,0.0415,0.207,136.908,0
Changing of the Guards,Bob Dylan,397093,0.607,0.717,0.17,4.55e-06,0.032,-10.603,0.0371,0.821,124.576,2
Drop the Preassure,Mylo,255344,0.81,0.589,0.0335,0.771,0.114,-7.364,0.0648,0.482,129.005,3
My Friends,Red Hot Chili Peppers,248640,0.439,0.709,0.00565,0.00152,0.131,-3.545,0.026,0.319,81.331,4
Signs,Five Man Electrical Band,241693,0.446,0.731,0.243,0.0,0.0935,-10.302,0.0519,0.723,153.672,4
All Your Love (I Miss Loving),Otis Rush,157132,0.469,0.767,0.818,0.00261,0.23,-5.952,0.0539,0.646,127.842,4
Relaxing at Camarillo,Charlie Parker,165871,0.674,0.318,0.989,0.882,0.132,-16.321,0.0426,0.853,108.342,3
Sailing - 2008 Remaster,Rod Stewart,278600,0.434,0.315,0.325,0.137,0.131,-13.761,0.03,0.196,128.779,0
Heart of the Sunrise - 2003 Remaster,Yes,634440,0.362,0.507,0.0174,0.216,0.113,-11.229,0.0394,0.456,146.641,5
Canary Yellow,Deafheaven,737408,0.275,0.973,3.66e-05,0.913,0.259,-5.027,0.0511,0.224,92.551,5
All Night,Beyoncé,322000,0.574,0.573,0.392,2.16e-05,0.0933,-7.079,0.085,0.626,136.304,2
Our Velocity,Maximo Park,200386,0.535,0.92,0.031,1.43e-05,0.0493,-4.39,0.0535,0.587,95.987,4
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,205040,0.854,0.569,0.0609,0.0816,0.1,-8.151,0.106,0.294,80.015,2
The Big Country - 2005 Remaster,Talking Heads,333386,0.71,0.558,0.166,0.00121,0.237,-8.148,0.0307,0.834,111.152,2
Sailing,Christopher Cross,256146,0.469,0.382,0.364,0.00025,0.36,-13.203,0.0374,0.178,149.994,0
Can You Party?,Royal House,364506,0.759,0.951,0.0347,0.000641,0.42,-2.601,0.214,0.909,123.293,6
Young Turks - 2008 Remaster,Rod Stewart,302413,0.641,0.821,0.274,0.487,0.138,-8.783,0.0325,0.705,161.143,3
Cheated Hearts,Yeah Yeah Yeahs,238040,0.576,0.924,0.077,0.0356,0.104,-5.707,0.0741,0.187,136.591,4
Wicked Games,The Weeknd,323746,0.409,0.579,0.0113,5.24e-06,0.368,-5.156,0.0387,0.316,111.426,4
Moonlight Shadow - Remastered,Mike Oldfield,218909,0.622,0.702,0.262,1.27e-06,0.216,-9.9,0.0269,0.826,128.38,2
Hippychick,Soho,192360,0.735,0.758,0.098,0.00675,0.101,-13.64,0.0534,0.793,98.969,2
An American Trilogy,Elvis Presley,267626,0.185,0.143,0.726,0.284,0.517,-16.979,0.0332,0.127,79.986,0
Since Yesterday,Strawberry Switchblade,174293,0.742,0.509,0.0434,0.00154,0.127,-10.081,0.0503,0.973,124.977,2
"Bad, Bad Leroy Brown",Jim Croce,182240,0.698,0.675,0.708,0.0,0.0823,-10.742,0.04,0.853,148.074,2
Sweet And Dandy,Toots & The Maytals,179800,0.653,0.635,0.232,0.0,0.306,-6.714,0.134,0.781,156.219,2
Love Is A Many-Splendored Thing,The Four Aces,182866,0.32,0.252,0.825,0.0,0.356,-14.136,0.0363,0.273,123.056,0
Get Away,Yuck,215573,0.468,0.693,0.00247,0.542,0.236,-2.301,0.0378,0.538,133.052,3
Wasn't Born to Follow,The Byrds,123840,0.48,0.435,0.233,7.75e-05,0.204,-8.851,0.0359,0.538,93.352,2
La Corrida,Francis Cabrel,337573,0.525,0.316,0.729,0.00365,0.0774,-15.226,0.0458,0.292,98.57,0
Superstar,Sonic Youth,248000,0.349,0.507,0.0453,0.329,0.122,-9.175,0.0311,0.136,84.428,4
Creeping Death (Remastered),Metallica,395706,0.31,0.977,0.000219,0.273,0.0785,-5.478,0.164,0.179,100.626,4
Mother Popcorn - Part 1,James Brown,196306,0.949,0.746,0.142,0.257,0.0724,-3.965,0.0821,0.888,116.634,2
Informer,Snow,268910,0.763,0.742,0.0984,0.0,0.38,-10.975,0.188,0.483,98.145,6
Blue Horizon,Sidney Bechet,267493,0.355,0.342,0.873,0.879,0.0904,-13.785,0.0571,0.408,64.006,3
Mother,Danzig,204866,0.37,0.767,0.00868,0.00053,0.0866,-9.435,0.0595,0.36,148.56,4
"My Black Mama, Pt. 1",Son House,185893,0.66,0.243,0.973,0.00253,0.0768,-13.282,0.0473,0.673,108.881,0
Anaconda,Nicki Minaj,260240,0.964,0.605,0.0668,7.78e-06,0.214,-6.223,0.179,0.646,129.994,6
The Classical,The Fall,316160,0.483,0.971,0.00308,0.41,0.462,-6.551,0.0755,0.71,112.411,1
Say Say Say - Remastered 2015,Paul McCartney,235693,0.83,0.672,0.126,0.000819,0.0478,-10.436,0.0471,0.808,117.726,2
Last Resort,Papa Roach,200480,0.56,0.892,0.000624,0.000164,0.177,-3.365,0.0644,0.67,90.615,2
Get Myself Into It,The Rapture,279480,0.744,0.851,3.25e-05,0.0361,0.158,-5.203,0.0354,0.93,117.997,2
Really Love,D'Angelo,344346,0.638,0.395,0.724,0.569,0.0761,-11.299,0.1,0.316,78.516,0
Only Human,KH,476220,0.822,0.585,0.00012,0.138,0.0567,-8.307,0.0691,0.213,126.999,4
After You've Gone,Marion Harris,200122,0.329,0.254,0.99,0.00537,0.507,-5.207,0.032,0.275,77.504,0
Love and Marriage,Frank Sinatra,158600,0.655,0.316,0.787,0.0,0.157,-7.798,0.0346,0.57,109.473,0
All That I Got Is You (feat. Mary J. Blige),Ghostface Killah,320813,0.254,0.693,0.787,0.0,0.331,-8.435,0.0929,0.812,173.459,4
Tatuaje,Concha Piquer,188200,0.46,0.223,0.995,0.0957,0.253,-8.974,0.138,0.306,78.306,0
Greatest Love of All,Whitney Houston,296600,0.534,0.399,0.682,0.0,0.172,-10.45,0.0324,0.29,130.961,0
Jackson,Johnny Cash,165826,0.741,0.615,0.519,0.000344,0.408,-8.072,0.0358,0.799,128.496,2
Try Me,DeJ Loaf,217573,0.56,0.81,0.0071,7.93e-06,0.241,-8.029,0.0872,0.247,170.044,4
I Shall Love 2,Julia Holter,318546,0.396,0.378,0.0474,2.23e-05,0.119,-10.453,0.0285,0.131,80.162,0
Teenage Lobotomy - 2002 Remaster,Ramones,121360,0.547,0.734,0.000431,0.0154,0.0708,-6.195,0.0348,0.976,184.73,2
Falling Into Me,Let's Eat Grandma,346489,0.525,0.851,0.0022,0.000102,0.08,-5.511,0.0411,0.212,109.994,4
Straight No Chaser - Remastered 1998,Thelonious Monk,180306,0.504,0.599,0.797,0.000136,0.352,-9.497,0.0657,0.713,164.827,1
The Child,Alex Gopher,274640,0.865,0.865,0.0723,0.0165,0.109,-5.737,0.0461,0.705,107.89,2
Delmenhorst,Element Of Crime,235773,0.649,0.695,0.0382,0.000757,0.11,-6.876,0.0248,0.642,105.387,2
The Glory of Love,The Five Keys,189327,0.32,0.189,0.993,7.5e-06,0.13,-8.051,0.0331,0.261,176.083,0
You And Me Song,The Wannadies,169773,0.325,0.386,0.00728,0.0,0.0732,-8.231,0.0387,0.269,144.83,4
Acquiesce,Oasis,264960,0.207,0.958,0.00835,0.000408,0.408,-1.798,0.0749,0.214,113.017,4
"Shit, Damn, Motherfucker",D'Angelo,314200,0.803,0.236,0.343,0.598,0.0682,-12.599,0.0994,0.567,80.974,3
The Freshmen,The Verve Pipe,269466,0.577,0.497,0.0619,1.07e-05,0.11,-9.371,0.0235,0.279,99.662,4
Grown Ocean,Fleet Foxes,276040,0.343,0.719,0.0118,0.0406,0.123,-7.261,0.0542,0.203,157.678,4
She Wants To Move,N.E.R.D,213786,0.762,0.817,0.00642,0.00527,0.231,-5.7,0.0809,0.844,115.005,2
Hard to Beat,Hard-FI,253306,0.557,0.833,0.00226,3.25e-06,0.161,-4.559,0.0663,0.815,125.205,2
Deadbeat Summer,Neon Indian,242706,0.635,0.664,0.00953,0.00045,0.0788,-5.629,0.23,0.707,120.015,6
I Want The World To Stop (Radio Edit),Belle & Sebastian,206117,0.589,0.819,0.00851,3.62e-06,0.178,-7.188,0.0862,0.596,150.046,4
Working Man Blues,Merle Haggard,157906,0.714,0.524,0.665,1.62e-05,0.096,-11.81,0.0371,0.899,104.61,2
Fascination,Alphabeat,181666,0.491,0.831,0.000285,7.88e-05,0.0761,-5.321,0.0349,0.828,193.968,4
