names,uri,artists,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Suddenly I See,spotify:track:5p9XWUdvbUzmPCukOmwoU3,['KT Tunstall'],72,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,201707,4,1
Lifestyles of the Rich & Famous,spotify:track:2g2a5kDeZexbUTD8abcvm6,['Good Charlotte'],70,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,4,1
After Rain,spotify:track:3XzLC1TU451F0nPiJitk49,['Dermot Kennedy'],0,0.48,0.418,11,-9.622,0,0.0312,0.505,0.00416,0.11,0.319,132.404,294000,4,4
Satellite,spotify:track:7FXoionVqQVZISNUgCIenZ,['Dave Matthews Band'],32,0.719,0.647,8,-7.229,1,0.0285,0.203,2.44e-05,0.0962,0.589,125.148,290533,3,0
You're a God,spotify:track:758wp6xs3ADdgIwdeHoXmX,['Vertical Horizon'],56,0.649,0.852,5,-6.519,0,0.0307,0.00119,3.32e-05,0.0937,0.288,96.653,218760,4,5
Smile,spotify:track:4aR9bPMAOFySBuQSbVWF3d,['Lily Allen'],61,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506,196893,4,6
Listen to the Music,spotify:track:2fja4gHzPsIXiK4bMeU0hN,['The Doobie Brothers'],58,0.643,0.526,1,-15.147,0,0.0349,0.214,4.21e-06,0.069,0.881,105.922,227173,4,5
The Only Difference Between Martyrdom and Suicide Is Press Coverage,spotify:track:4WdopfTdSd0nCLropjhsgH,['Panic! At The Disco'],59,0.501,0.933,6,-3.476,0,0.198,0.0457,0.0,0.376,0.708,170.13,174867,4,7
Love Like This (feat. Sean Kingston),spotify:track:49ppqF73rOz5Nyt1paRxIF,"['Natasha Bedingfield', 'Sean Kingston']",58,0.781,0.791,7,-3.903,0,0.0468,0.145,0.0,0.127,0.902,76.998,222293,4,5
Sexplosion,spotify:track:4wvBZiYlPHH9wh20pxtVHt,['My Life With The Thrill Kill Kult'],0,0.686,0.718,10,-10.806,0,0.067,0.000937,0.0511,0.508,0.79,106.376,352733,4,5
Gangster Trippin',spotify:track:3BjkiaSpuez7lTKKFTZud9,['Fatboy Slim'],26,0.724,0.906,1,-5.914,1,0.124,0.0921,0.00039,0.178,0.695,101.739,211960,4,1
Wear Your Love Like Heaven,spotify:track:0NkqCdYDySVdBoeGs4Nywe,['Donovan'],39,0.619,0.557,7,-10.715,0,0.0351,0.404,0.0,0.181,0.831,116.065,146867,4,5
Valentine,spotify:track:12sfHH8Fik3YMc7MELGqia,['Kina Grannis'],46,0.857,0.358,9,-11.79,1,0.0432,0.293,0.0,0.106,0.521,124.961,150707,4,6
Burn My Shadow,spotify:track:0xF3z8t1k3wceLvCESjNrx,['UNKLE'],17,0.295,0.812,9,-7.28,0,0.0973,0.0217,0.0164,0.151,0.174,193.985,295547,4,7
For Free (feat. Drake),spotify:track:4JDZl9nKIAhAhDjw753u4X,"['DJ Khaled', 'Drake']",54,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4,5
Behind Blue Eyes,spotify:track:2DQ11fiHhS2436z7Odek4o,['Limp Bizkit'],0,0.585,0.497,7,-6.643,1,0.0264,0.495,0.0,0.117,0.102,120.309,269973,4,4
Face Down,spotify:track:4wzjNqjKAKDU82e8uMhzmr,['The Red Jumpsuit Apparatus'],75,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,192000,4,5
"Touch, Peel And Stand",spotify:track:0eKCfj7xCuJNoYrLlSJe59,['Days Of The New'],0,0.573,0.622,11,-7.948,1,0.033,0.0543,1.77e-06,0.295,0.825,81.667,297147,4,6
Stupid Girl,spotify:track:0h4fRpHrxBeR3XWHmcolaU,['Garbage'],49,0.59,0.802,11,-4.163,1,0.0356,0.00226,0.00143,0.0392,0.696,120.051,258133,4,6
The Distance,spotify:track:0fsz7tJ7UKXT9hliLfO7aE,['Cake'],58,0.456,0.752,11,-8.121,0,0.09,0.0095,0.00145,0.0573,0.897,183.569,179600,4,7
Epiphany,spotify:track:43TQVltxEHaqCKpSsttaT5,['Staind'],50,0.559,0.487,6,-9.349,1,0.0266,0.0327,0.0814,0.129,0.145,149.961,256133,4,7
Outside,spotify:track:0kh03T0zqCUJ8CoLESa26N,['Staind'],41,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,293133,4,7
Fade,spotify:track:70b6WxS0cjxbQqvdu4Q4Sa,['Staind'],48,0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,242600,4,1
Mudshovel,spotify:track:6264zKFgXM13JuRBX4MMyD,['Staind'],64,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,282093,4,7
Everything Changes,spotify:track:2Qv9GqZU9ZMFLyQcolikMo,['Staind'],49,0.5,0.612,4,-4.944,1,0.0332,0.0267,0.157,0.404,0.0668,124.992,238427,3,0
Life After You,spotify:track:1dwFCY3lGzHktgCRsmCht1,['Daughtry'],37,0.434,0.764,5,-3.45,1,0.0299,0.0534,0.0,0.437,0.309,51.316,206413,4,6
Crawling Back To You,spotify:track:4lwEBL5hshyH5t9GmyE1uf,['Daughtry'],0,0.426,0.9,0,-3.428,0,0.0479,0.00667,0.0,0.191,0.161,151.036,225400,4,7
Feels Like Tonight,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,['Daughtry'],50,0.483,0.903,6,-3.151,1,0.0451,0.000849,0.0,0.118,0.318,130.986,238733,4,7
Halfway Gone,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,['Lifehouse'],55,0.543,0.919,1,-4.831,0,0.0415,0.000449,0.0,0.243,0.498,125.023,195307,4,5
Sick Cycle Carousel,spotify:track:67OTvR4W0NFEWLrQRL2QGw,['Lifehouse'],41,0.447,0.801,8,-5.237,0,0.0308,0.00131,1.16e-06,0.0803,0.42,95.46,261733,4,5
If You're Gone - 2007 Remaster,spotify:track:5rdRPZnY9B2pxJNWImbsFn,['Matchbox Twenty'],34,0.399,0.681,9,-6.457,1,0.031,0.507,1.23e-06,0.102,0.347,109.716,274293,4,6
Breathe (2 AM),spotify:track:4lGtdNWoWU4ftuFHUp4716,['Anna Nalick'],31,0.342,0.451,2,-7.706,1,0.0305,0.381,0.0,0.0919,0.244,113.33,280000,4,4
Light On,spotify:track:7zmqbdEqmQWgU2wOoBPG83,['David Cook'],48,0.446,0.834,9,-4.014,0,0.0341,0.0794,0.0,0.114,0.363,132.034,228827,4,5
The Time of My Life,spotify:track:6avyV3xlz2UFeiAUZ0SqyT,['David Cook'],53,0.414,0.578,8,-6.383,1,0.0287,0.0541,0.0,0.124,0.281,154.96,216147,3,0
Come Back to Me,spotify:track:55r33uTqnLglVMHb1qeWOd,['David Cook'],49,0.476,0.895,4,-4.857,1,0.0299,0.0101,1.02e-06,0.127,0.632,108.087,248000,4,1
Angels on the Moon,spotify:track:6V9w1UM717xMgJj3AsvgcC,['Thriving Ivory'],0,0.475,0.792,10,-3.226,1,0.0331,0.268,0.0,0.102,0.222,75.769,252800,4,6
Ignorance,spotify:track:47No93LxERvV6MtOAmQzHS,['Paramore'],67,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627,4,7
What It's Like,spotify:track:7pMVB2oz4Q4SlfTvvevNro,['Everlast'],0,0.678,0.556,0,-7.423,1,0.0281,0.0904,0.0334,0.0866,0.405,85.158,303133,4,1
Vasoline,spotify:track:5SrnKN9CdGLLHIOUQMHNod,['Stone Temple Pilots'],49,0.296,0.989,10,-4.945,1,0.111,0.00141,0.000167,0.0911,0.324,168.894,174760,4,7
Look What You've Done,spotify:track:0ZSmRnXnP5fdANtVlCok1g,['Jet'],62,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,4,4
What the Hell,spotify:track:5zTzDqrEmseqL2G8ElgBu7,['Avril Lavigne'],0,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627,4,5
Girlfriend,spotify:track:5HbCnVLXRyZVxnreOPgJCK,['Avril Lavigne'],0,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4,7
Glycerine,spotify:track:19sHnxkLSuMjCfKSvdhS1c,['Bush'],0,0.426,0.274,5,-14.259,1,0.0341,0.0602,0.00185,0.0975,0.102,114.225,266507,4,4
Machinehead,spotify:track:52mw6w5JBQ8ZqpqSUn5H70,['Bush'],0,0.236,0.866,9,-7.296,1,0.0791,3.57e-05,0.00493,0.1,0.184,113.112,256360,4,7
Comedown,spotify:track:7yX8ayPTlR5kjECfCyS7ZN,['Bush'],0,0.457,0.743,11,-7.835,0,0.0567,0.000154,0.000431,0.107,0.379,139.659,326600,4,5
The Sound of Winter,spotify:track:6ZXMvXg2zm5JfZJCBzjLI4,['Bush'],0,0.573,0.797,11,-4.162,0,0.0318,0.000141,0.000159,0.204,0.271,119.999,208800,4,5
Everything Zen,spotify:track:4CC83eLJxiqe72rBwyaLOf,['Bush'],0,0.486,0.783,0,-7.108,1,0.0422,0.000608,0.00928,0.148,0.36,134.277,278133,4,1
Little Things,spotify:track:2P0nTjhW0m30V1ptBQqXyr,['Bush'],0,0.368,0.902,7,-5.524,1,0.0661,0.000201,0.0,0.14,0.228,112.64,264293,4,7
The Red,spotify:track:1gyee1JuFFiP476LQpRMYU,['Chevelle'],69,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,238400,3,0
Send the Pain Below,spotify:track:6dRAAG4sB71NAtVCHJep7s,['Chevelle'],64,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,4,6
Higher,spotify:track:0J39Z0d8WCrHdFFlF9Xxbu,['Creed'],0,0.458,0.829,2,-6.253,1,0.0357,5.64e-05,0.000143,0.21,0.451,155.759,316733,4,7
My Sacrifice,spotify:track:3tymis9xNzV5MQSrDn8qU4,['Creed'],0,0.317,0.877,2,-6.027,1,0.0505,0.000112,1.5e-06,0.0757,0.258,146.325,294600,4,7
Bother,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,['Stone Sour'],64,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,240400,4,4
The Reason,spotify:track:4x3SQvTgvqSTU3nOL1urZh,['Hoobastank'],5,0.473,0.643,4,-4.67,1,0.0293,0.0134,0.0,0.16,0.0781,82.95,232800,4,1
Crawling In The Dark,spotify:track:1eK4KsyjAzr2xJ86Tj5SWa,['Hoobastank'],0,0.592,0.932,6,-4.491,0,0.0885,0.000295,7.59e-05,0.138,0.698,93.675,175027,4,5
Fly (feat. Super Cat) - Remastered,spotify:track:3i34id9SUt1vi2LxjPJxuQ,"['Sugar Ray', 'Super Cat']",34,0.809,0.716,1,-6.725,1,0.0945,0.0255,0.00344,0.0493,0.689,99.724,292600,4,1
Pennsylvania 6-5000,spotify:track:6KBMXvbMnhCzuTabTXIVxu,['Glenn Miller'],31,0.7,0.278,8,-12.723,1,0.135,0.883,0.542,0.191,0.511,144.888,191933,4,4
Good Life,spotify:track:4BKgHeBlyVFMgAjlyYlm3F,['The Getaway People'],0,0.639,0.945,7,-2.654,1,0.0641,0.00711,4.96e-06,0.33,0.735,94.118,209173,4,6
It Don't Mean a Thing,spotify:track:37kFRYnCmDvELZ4toNsJyE,['Ella Fitzgerald'],0,0.548,0.428,0,-11.41,1,0.072,0.36,0.0,0.186,0.724,144.465,255200,4,4
Dog Days Are Over,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,['Florence + The Machine'],73,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4,7
Ship To Wreck,spotify:track:20NEld0MhrR4Zpgrf9brq8,['Florence + The Machine'],54,0.564,0.923,9,-3.843,0,0.0325,0.00147,0.0,0.277,0.587,141.991,234526,4,5
Believe,spotify:track:098lPAWl2OmsCx64TXH5OQ,['Staind'],45,0.537,0.736,10,-4.721,0,0.0284,0.000659,0.00281,0.15,0.227,113.933,257307,4,5
Call Me Up,spotify:track:0xHCBEJMWZjxM0wUz0X7MG,['HOMESHAKE'],2,0.764,0.24,0,-11.229,1,0.104,0.861,0.00681,0.101,0.524,76.019,148563,4,4
Lonely Boy,spotify:track:3dOAXUx7I1qnzWzxdnsyB8,['The Black Keys'],58,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653,4,7
Save Me,spotify:track:0EqtsCvcDjEz6svFsaV5HN,['Aimee Mann'],60,0.616,0.346,10,-10.438,1,0.0304,0.604,0.00232,0.0914,0.344,143.351,274493,4,4
The Graveyard Near The House,spotify:track:5ZyVc23cCY8F7Vw4AEk20P,['The Airborne Toxic Event'],38,0.576,0.312,0,-13.733,0,0.0296,0.692,3.12e-06,0.108,0.399,97.955,295480,4,4
Hummed Low,spotify:track:4Uvs5GAUUdq46PxVNas904,['Odessa'],17,0.426,0.499,9,-11.131,1,0.0706,0.519,9.27e-06,0.102,0.438,189.733,215173,3,0
Swallow (Filthy Victorian Mix By Perfidious Words),spotify:track:5TyRsQ0EXdan4utUsSX5DG,['Emilie Autumn'],9,0.549,0.741,2,-7.988,0,0.0352,0.00294,0.0104,0.044,0.647,165.941,307347,4,5
These Things,spotify:track:2YsRTMOXVh7x8LjMf2o5ko,['She Wants Revenge'],47,0.621,0.543,10,-8.51,0,0.0288,0.185,0.0868,0.115,0.365,122.995,312613,4,5
Open Your Eyes,spotify:track:2Ldgay3TrYRRd56qlqpqM1,['Staind'],41,0.515,0.963,10,-2.931,0,0.17,0.00257,0.0227,0.14,0.377,108.336,230000,4,5
Pressure,spotify:track:4ttSkGhifQkAU1frAnqdaQ,['Staind'],39,0.491,0.86,0,-3.116,1,0.0525,9.8e-05,0.329,0.0878,0.522,111.553,202707,4,1
Change,spotify:track:2H3jJv8OB8JM7RLyAtilKv,['Staind'],38,0.414,0.887,11,-5.116,1,0.0769,0.00722,0.0131,0.689,0.514,121.752,217293,4,7
Can't Believe,spotify:track:0x8Q7d0dzJ3XAHE7vZLX3I,['Staind'],38,0.343,0.828,7,-3.621,1,0.0649,1.89e-05,0.305,0.0948,0.385,66.311,167933,4,6
Suffer,spotify:track:4infDWmwviL4Ed5ONYjMHc,['Staind'],39,0.479,0.936,9,-2.669,1,0.064,8.24e-05,0.00383,0.0786,0.319,126.649,238413,4,7
Warm Safe Place,spotify:track:7hLNrNAh3TsLW31yJ81bPk,['Staind'],37,0.362,0.881,3,-3.222,0,0.0575,0.00473,0.00446,0.127,0.304,118.599,275560,4,7
For You,spotify:track:464HG7mt7NNKtKY0Hco8Y8,['Staind'],56,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,4,2
Waste,spotify:track:1VsEBedfEyzzYGA0xhldSq,['Staind'],38,0.443,0.538,5,-4.777,0,0.0342,0.0149,0.00878,0.097,0.366,105.122,236493,4,5
Take It,spotify:track:38DpmNjN5AK8sJUnB4FPLA,['Staind'],33,0.413,0.944,3,-3.811,0,0.107,0.00461,0.0165,0.117,0.304,100.569,215707,4,5
Eavesdrop,spotify:track:4BafNHkkPaUocRMKi392MT,['The Civil Wars'],30,0.512,0.381,4,-7.478,1,0.0258,0.784,0.0,0.109,0.114,82.626,215400,4,4
Welcome to My Life,spotify:track:714Lw0m2SmCEhKSPw0Dn8J,['Simple Plan'],59,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,4,7
My Father's Father,spotify:track:7LJ0xFri8p1uKhRnBSwjfZ,['The Civil Wars'],12,0.523,0.182,4,-14.639,1,0.03,0.934,0.00232,0.109,0.191,92.586,200440,4,4
Breathe Me,spotify:track:6hrgeEo1WQOHVeF8QMv68S,['Sia'],49,0.544,0.63,0,-7.523,1,0.0335,0.034,0.573,0.0961,0.202,120.064,274933,4,3
Let Me Be Myself,spotify:track:37K07PsEPk3SuYpAvjTbJO,['3 Doors Down'],51,0.496,0.675,0,-6.155,1,0.028,0.00468,1.16e-05,0.114,0.493,153.988,228627,4,1
Here's to Never Growing Up,spotify:track:1rdreHH1v6kyrx2mFQvLR4,['Avril Lavigne'],0,0.487,0.876,0,-3.152,1,0.0946,0.011,0.0,0.401,0.725,164.997,214320,4,7
Take Me To Church,spotify:track:7dS5EaCoMnN7DzlpT6aRn2,['Hozier'],0,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4,5
Ring of Fire,spotify:track:5rDkA2TFOImbiVenmnE9r4,['Johnny Cash'],58,0.661,0.517,7,-8.004,1,0.0269,0.267,0.000158,0.431,0.676,104.563,155707,4,6
Fly Me To The Moon,spotify:track:2dR5WkrpwylTuT3jRWNufa,"['Frank Sinatra', 'Count Basie']",64,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,147147,4,4
Mack the Knife,spotify:track:10TDWedLT0ttwuBETBBWZQ,['Bobby Darin'],30,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,184333,4,4
Home,spotify:track:2nXWKf0GXbFby4posGqEht,['Daughtry'],53,0.444,0.85,6,-3.888,1,0.0363,0.00197,2e-06,0.198,0.337,143.973,255667,4,7
What About Now,spotify:track:07dtD7iciEL7vHqATMXg3V,['Daughtry'],48,0.362,0.835,9,-2.826,0,0.0439,0.0737,0.0,0.166,0.265,161.946,250533,4,7
No Surprise,spotify:track:04Sl2hULaCVM7Iw8kzXPHN,['Daughtry'],43,0.481,0.779,3,-3.81,1,0.031,0.00853,0.0,0.0993,0.142,96.029,269693,4,1
September,spotify:track:4Xc264AL4LUfOU9GASm8Sr,['Daughtry'],37,0.43,0.703,10,-5.52,1,0.0342,0.0465,0.0,0.0809,0.328,149.873,240213,4,7
Dungeon Sound,spotify:track:3Y1dSjRfZa8MYyfAFeubVy,['Gramatik'],0,0.781,0.674,3,-6.266,1,0.0743,0.00388,0.0568,0.0981,0.442,203.849,232680,4,7
Chop Suey!,spotify:track:2DlHlPMa4M17kufBvI2lEN,['System Of A Down'],80,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,7
Opinions Wont' Keep You Warm At Night,spotify:track:4JLWQ9M1BsTVJ6z65K2NrN,['Kisschasy'],0,0.438,0.964,7,-3.366,0,0.079,0.000756,0.0,0.149,0.744,143.888,186200,4,5
What Are You So Scared Of?,spotify:track:6l010scCyvcwdQDlxrzClw,['Tonight Alive'],28,0.404,0.829,8,-5.164,1,0.0558,0.00161,0.0,0.374,0.359,165.026,216747,4,7
Time is Running Out,spotify:track:2takcwOaAZWiXQijPHIx7B,['Muse'],68,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,4,5
Killing Me,spotify:track:72UDuDAdENVSh9GGhfl1bu,['Cauterize'],0,0.485,0.934,8,-4.593,1,0.123,0.00707,0.0242,0.355,0.292,177.885,210000,4,7
Not Meant to Be,spotify:track:5xyACR2lzIyzFepF4qlAas,['Theory of a Deadman'],58,0.415,0.781,1,-6.947,1,0.0357,0.00401,0.0,0.126,0.261,142.966,215400,4,7
Let Me Go,spotify:track:0nNVR2iDM3eVzEgMi78vQm,"['3 Doors Down', 'Jack Joseph Puig']",55,0.48,0.863,1,-4.914,0,0.0385,0.0181,0.0,0.111,0.491,91.972,243053,4,5
Sound of Madness,spotify:track:0W9Xvd4Qx1aZPxEi94vgRY,['Shinedown'],65,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987,4,7
Call Me,spotify:track:2nBWxgSZ79w9l6t2rUg6pl,['Shinedown'],61,0.413,0.445,1,-7.259,0,0.025,0.438,0.0,0.111,0.117,95.562,222200,4,4
The Crow & the Butterfly,spotify:track:2M865AmlL0eQkQRdaF8lJU,['Shinedown'],41,0.319,0.781,5,-3.496,1,0.0329,0.0013,0.0,0.0944,0.238,149.002,253600,3,0
If You Only Knew,spotify:track:5FuBPXQZyBXvlnra6Bv3SR,['Shinedown'],42,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,226640,4,5
Breaking Inside,spotify:track:6kEJVYj0AjAxMvvITB3Q45,['Shinedown'],36,0.42,0.864,7,-3.344,0,0.034,0.0119,0.0,0.0989,0.387,151.954,229427,4,7
Lucky,spotify:track:0lP1yIucCa3oCwcTTC75oN,['Jason Mraz & Colbie Caillat'],0,0.624,0.41,0,-8.694,1,0.0353,0.259,0.0,0.171,0.678,130.105,190120,4,1
I'm Yours,spotify:track:5i7vK9h2AoGxFOT3kCBRkb,['Jason Mraz'],0,0.67,0.488,11,-7.42,1,0.0458,0.545,0.0,0.108,0.734,151.157,242067,4,6
P.Y.T. (Pretty Young Thing),spotify:track:5lA3pwMkBdd24StM90QrNR,['Michael Jackson'],71,0.888,0.815,11,-4.909,0,0.0404,0.23,0.000424,0.127,0.961,127.273,238733,4,5
Stand by Me,spotify:track:3SdTKo2uVsxFblQjpScoHy,['Ben E. King'],78,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,4
When I Come Around,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,['Green Day'],74,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,178000,4,6
Name,spotify:track:1G8jae4jD8mwkXdodqHsBM,['The Goo Goo Dolls'],66,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000,4,6
Mindfields,spotify:track:2wryxYiE3bzAVMexRHZJrC,['The Prodigy'],0,0.663,0.975,3,-7.161,0,0.0465,0.00667,0.736,0.0749,0.416,120.048,340333,4,3
Dragula,spotify:track:4JaJuGSfhcA7kavdgS3yn6,['Rob Zombie'],0,0.568,0.95,0,-6.187,0,0.0639,5.12e-05,5.92e-06,0.0754,0.572,125.046,222987,4,5
Change (In the House of Flies),spotify:track:51c94ac31swyDQj9B3Lzs3,['Deftones'],72,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,4,7
My Own Summer (Shove It),spotify:track:1158ckiB5S4cpsdYHDB9IF,['Deftones'],72,0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4,1
Swerve City,spotify:track:2OUR8g12h5qsGDs1v5lqvp,['Deftones'],55,0.457,0.964,10,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,164987,4,7
Privilege,spotify:track:2Jpm7obuQxAYilV0WyJJL4,['Incubus'],49,0.681,0.829,2,-6.894,1,0.101,0.000511,1.09e-05,0.112,0.782,94.067,234000,4,1
Nowhere Fast,spotify:track:2dfVmL735QprXvy95NzxRn,['Incubus'],48,0.553,0.754,7,-6.59,1,0.0338,0.000235,0.0195,0.144,0.193,150.216,270227,4,7
Consequence,spotify:track:0i9Z2LxnCvDNI5MzPnVpNr,['Incubus'],44,0.51,0.94,4,-5.358,1,0.0596,0.000119,0.2,0.257,0.471,150.076,198787,4,7
When It Comes,spotify:track:1s1o4BDXBNB0Wh2iAtN5Ak,['Incubus'],44,0.586,0.784,9,-6.435,1,0.0348,0.000194,1.67e-05,0.463,0.466,131.953,240253,4,6
Stellar,spotify:track:6ISuXA3UCPMtsyEUGUTAyn,['Incubus'],60,0.582,0.765,9,-6.544,1,0.0376,0.00106,0.0506,0.344,0.528,128.164,200493,4,6
Clean,spotify:track:1V6PP9oKDvT7zBkDsCcupY,['Incubus'],46,0.39,0.681,9,-6.4,1,0.151,0.00119,9.13e-05,0.0677,0.373,193.778,235707,3,0
Stricken,spotify:track:6RJdYpFQwLyNfDc5FbjkgV,['Disturbed'],72,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,245227,4,7
Indestructible,spotify:track:42ZVk59gT4tMlrZmd8Ijxf,['Disturbed'],70,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,4,7
Stupify,spotify:track:5IvKtrcNWBkvyW2yXZ2Y40,['Disturbed'],57,0.49,0.938,1,-3.916,1,0.129,0.00234,2.17e-05,0.186,0.437,196.143,274160,4,7
Voices,spotify:track:1jPgyViNE7djYSr1xEPlPJ,['Disturbed'],49,0.612,0.972,10,-4.328,0,0.0919,0.000303,0.00277,0.0817,0.576,109.989,191867,4,5
Don't Stop Me Now,spotify:track:3lrNq7iGL5r3KS93YiKAbC,['Queen'],13,0.557,0.761,5,-9.58,1,0.167,0.057,0.00109,0.567,0.666,156.442,209600,4,7
Shining Star,spotify:track:0RgcOUQg4qYAEt9RIdf3oB,"['Earth, Wind & Fire']",63,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160,4,4
Express Yourself - Extended Mix,spotify:track:7a8QggRN3kbtoAZww6zku3,['N.W.A.'],42,0.883,0.785,6,-7.554,0,0.258,0.00215,0.0,0.209,0.749,96.21,282667,4,2
Red Flags And Long Nights,spotify:track:5e0vfjC19908HLerbfbEkv,['She Wants Revenge'],50,0.627,0.543,0,-8.249,0,0.0319,0.00208,0.462,0.135,0.434,143.232,308987,4,3
Between Two Lungs,spotify:track:6hkP1DhuDQ7CKdn1rGsYee,['Florence + The Machine'],24,0.551,0.418,0,-6.403,1,0.0423,0.242,4.93e-06,0.12,0.417,149.969,249240,4,1
Cosmic Love,spotify:track:7wcjbOTIfCVmyvbnPPV3aj,['Florence + The Machine'],31,0.523,0.811,9,-5.386,0,0.0373,0.14,0.000321,0.122,0.112,139.995,255907,4,7
Hurricane Drunk,spotify:track:2frSTo4mIgiEA0sacx1gsk,['Florence + The Machine'],23,0.436,0.867,4,-4.62,1,0.21,0.211,4.69e-05,0.322,0.239,184.011,193347,4,7
Drumming Song,spotify:track:2KoCICBGucRa428fNiwYQJ,['Florence + The Machine'],25,0.442,0.812,4,-4.803,0,0.0525,0.00152,0.000856,0.0969,0.454,200.115,223827,4,7
I'm Not Calling You A Liar,spotify:track:0AosnSuC2OxvOfnRO41ZSb,['Florence + The Machine'],24,0.583,0.525,7,-5.428,1,0.0572,0.356,0.0,0.28,0.37,117.991,185333,4,6
Howl,spotify:track:0O8rwnPniPEUX71uLpSIE6,['Florence + The Machine'],27,0.584,0.858,0,-4.026,1,0.0654,0.0078,0.000467,0.166,0.273,129.998,214053,4,1
"How Big, How Blue, How Beautiful",spotify:track:7GlwvJ8iAbCEfZjGq3iwmZ,['Florence + The Machine'],43,0.372,0.539,7,-4.941,1,0.0324,0.605,0.000616,0.177,0.0825,129.808,334817,4,4
Queen Of Peace,spotify:track:4ZkGNzavB3e5mPpEP8HUjB,['Florence + The Machine'],44,0.47,0.894,10,-2.621,0,0.0418,0.0322,5.4e-05,0.0903,0.311,126.03,307347,4,5
Mass Appeal,spotify:track:3lGBvPUgO7MJltUnBlOpe9,['Gang Starr'],60,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,221027,4,2
Machu Picchu,spotify:track:6mVD1SfTvlFAPVi7txFL5H,['The Strokes'],63,0.695,0.817,1,-5.294,1,0.0659,0.0132,0.097,0.0601,0.874,105.014,209627,4,1
Out Of Control,spotify:track:6gwJm7LgsaHdd3CWi4K8e8,['She Wants Revenge'],47,0.654,0.703,2,-6.911,1,0.0295,0.000501,0.0,0.113,0.555,112.474,217293,4,1
#1 Crush,spotify:track:6hvwc95jXLw5z2kT73y6I5,['Garbage'],37,0.635,0.647,7,-7.055,0,0.0235,0.000256,0.00132,0.358,0.464,94.196,285107,4,5
